,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
75,Obserwator,0.2392370572,0.2784503632,0.4049046322,0.5716621253,0.7921462424,1.0501640881,1.1735232068,1.5217391304,1.8005449591,2.0286718961,4.4187102634,5.9722070845,14.2738419619,24.8839237057,0.2635046113,0.4089918256,0.4250681199,0.5034931342,0.7108991826,1.0931880109,1.3857677903,1.6166212534,1.5365122616,1.9293608842,4.0177975528,5.6694822888,12.0385470719,21.2195121951,0.107421875,0.1880108992,0.4182509506,0.5782016349,0.7108991826,0.9404245606,1.4404852161,1.6844191231,2.18974486,2.6226158038,4.6634281749,6.7298578199,9.2098092643,22.7664850136,0.1150483203,0.1634877384,0.5136239782,0.5437245129,0.845971564,1.4081743869,1.1549441993,1.3485013624,1.9731751354,2.3822499027,5.0335149864,6.2152588556,14.5070844687,23.627520436,0.1625135428,0.1867311072,0.3079019074,0.4163487738,0.5158648925,0.6602389436,1.238010261,3.7801089918,2.0602526725,2.6727768145,5.6866485014,7.3016348774,9.404359673,13.9152588556,0.1375612031,0.1752190238,0.3730620155,0.7054495913,0.8772845953,1,1.1159076193,1.4585439838,2.1542827657,3.4100817439,3.512715713,4.5119891008,12.445738486,21.6455696203,0.1334816463,0.180890538,0.3467591358,0.6068119891,0.6114441417,0.7414168937,1.1580381471,1.6394242498,2.6654554892,3.2193460491,4.1929155313,5.0376021798,8.2065922658,16.963760218,0.1754768392,0.196206671,0.4940054496,0.6803814714,0.7997275204,0.9057220708,1.1929976227,1.621253406,2.3777718408,2.9901907357,3.4220532319,4.478746594,8.4651736183,15.1223865375,0.1152798156,0.2327290544,0.9239553595,1.2503215848,0.8659400545,1.2435967303,0.9882833787,1.3694822888,1.0885558583,1.3942779292,4.043120155,6.3130790191,10.8339289969,13.0631681244,0.0266951415,0.2223433243,0.3058450385,0.3903095559,0.7267833109,0.9173092263,2.1765667575,1.9244502913,1.6051364366,2.0480972516,2.9354682193,17.5290957923,46.4307043738,73.3781011005,94.6973336536
76,Meduza,0.169245648,0.1893004115,0.3154738878,0.5425531915,0.7094777563,0.7364787112,0.8607350097,1.567311412,1.5947775629,1.8769825919,3.8108317215,4.1758220503,11.4787234043,18.0357833656,0.252417795,0.2885880077,0.297098646,0.3515559294,0.6462282398,0.9121856867,0.9725873075,1.1444874275,1.0499032882,1.3434833529,3.5529980658,3.9568665377,8.4319833853,15.3011192041,0.0758882373,0.1723404255,0.3951644101,0.4094777563,0.4893617021,0.6640876854,1.2678916828,1.585106383,1.8218568665,1.8220502901,3.5449270266,6.3,7.9117988395,19.5669245648,0.0789639924,0.1386847195,0.400967118,0.4945841393,0.6976789168,0.9856866538,0.8607350097,1.2852998066,2.0415860735,2.0396600567,3.512959381,4.5071566731,10.0665377176,16.9872340426,0.1153624303,0.1315382235,0.213926499,0.2959381044,0.3749442047,0.5432907899,1.314893617,2.3425531915,1.9425531915,2.3251450677,4.5978723404,5.1255319149,6.5835589942,9.8779497099,0.0971193416,0.1249814016,0.3589941973,0.4934235977,0.8,0.896131528,1,1.4377176016,2.2357833656,2.3820116054,3.0481624758,3.5823984526,9.9901353965,15.5454545455,0.0928505107,0.1549323017,0.3330754352,0.4245647969,0.4781431335,0.617794971,0.8220502901,1.2090680101,2.1603481625,2.5537717602,3.8413926499,4.0470019342,7.7117988395,12.0978723404,0.1241779497,0.1339086445,0.3885880077,0.5696324952,0.5676982592,0.646615087,0.805957074,1.3791771296,1.7214700193,2.6905222437,2.7499032882,3.5783365571,6.1300401726,12.4758220503,0.1108317215,0.1597981497,0.7744680851,0.9988394584,0.6092843327,1.0794970987,0.9226305609,0.9630560928,0.7599613153,1.3324951644,3.6920696325,4.3473887814,7.7607100188,9.347705146,0.0183486239,0.1885880077,0.3212765957,0.3731141199,0.5096262741,0.7462282398,1.5961315281,1.6110761485,1.1605415861,1.5176015474,2.384139265,12.4435970766,33.56997714,51.645004595,66.8517890453
77,Meduza królewska,0.154592721,0.1684981685,0.2594454073,0.3786828423,0.5530171735,0.6504065041,0.703112656,1.1974003466,1.1240901213,1.4662045061,3.3906412478,3.7074523397,10.0708838821,15.7916811092,0.1733102253,0.2563258232,0.2710571924,0.3066314554,0.491507799,0.7403812825,0.8616101131,1.0142114385,0.9715771231,1.2355747038,3.1590987868,3.5133264105,7.491926803,13.4200685572,0.0697195373,0.12305026,0.2790461695,0.3622183709,0.4525129983,0.5712701054,0.9006162111,1.2159445407,1.6157712305,1.6127375449,2.7883817427,5.6448873484,7.0277296361,15.1819757366,0.0692904656,0.1232235702,0.3306759099,0.3617181613,0.6149870801,0.8662045061,0.6921760772,0.9150779896,1.3920277296,1.8079763663,3.1249566724,3.933102253,8.9748700173,14.9124783362,0.1060658579,0.1130619846,0.1958405546,0.2688041594,0.3130045957,0.4815041272,0.9618717504,2.1457538995,1.3998019148,1.8472864236,4.0689774697,4.5601386482,5.845410628,8.7490467938,0.0896656535,0.105873456,0.266897747,0.4383015598,0.5779153767,0.6856152513,0.6955468855,1,1.6641247834,2.1143847487,2.7100519931,3.1452339688,8.7603119584,13.6649952993,0.0807645713,0.1376083189,0.2253032929,0.3781629116,0.3935875217,0.4549393414,0.7443674177,0.9885260371,1.9175043328,2.252339688,2.9071057192,3.2199306759,5.4800693241,10.7729636049,0.1140381283,0.1185770751,0.320797227,0.417677643,0.5017331023,0.5740034662,0.7153965785,1.2228121254,1.4265106588,2.1488734835,2.4419410745,3.140727903,5.0670274259,11.1142114385,0.098440208,0.1439830252,0.686135182,0.7951570681,0.5279034691,0.8149046794,0.657712305,0.8450606586,0.6913344887,0.9341421144,3.3081455806,3.8899480069,6.8119850187,8.2405590976,0.0171900069,0.1383015598,0.2339688042,0.2764298094,0.4430587463,0.6611785095,1.3644714038,1.4180861377,0.9658725048,1.2325063613,1.890625,10.9796444793,29.6799910173,46.6200521451,60.3991113835
78,Minotaur,0.1132934132,0.1292570529,0.1326734758,0.2918562874,0.3113910575,0.3327638714,0.5137381667,0.7041916168,0.597005988,1.0980838323,1.7758715094,1.9606012511,4.7496924387,7.2884311934,0.114064104,0.1375598086,0.2117365269,0.2141832343,0.280239521,0.5201197605,0.4511802108,0.4676511955,0.8039520958,0.8792291689,1.673616903,1.8349453132,3.9983586377,6.2517238876,0.0573652695,0.0670936261,0.1737390755,0.1851681253,0.3419161677,0.3813755438,0.5630185697,0.8652694611,0.8621025941,0.8637447277,2.0770657325,3.1548544768,3.8936014242,10.1326946108,0.0563634314,0.0676361177,0.1660574413,0.221096269,0.3196919495,0.4609053498,0.50533727,0.56087871,0.9161676647,0.9692746278,1.6370944025,1.876142132,4.8752747778,6.8690866963,0.0853892216,0.0899947062,0.1585628743,0.1843113772,0.2318947272,0.251497006,0.5112851221,0.9481437126,1.0155688623,1.1986225283,2.1330744072,2.4021782977,3.1486988848,4.0531676161,0.0746107784,0.0856181837,0.1595193702,0.2345058626,0.338846309,0.4641916168,0.4472705251,0.6009164757,1,1.1466609405,1.420178096,1.4840758382,4.1332630099,6.3666228647,0.0645994832,0.074734119,0.1491852192,0.2137517111,0.1994183631,0.2218934911,0.5634730539,0.7018276762,0.9815540476,1.0287415124,1.7435928144,2.0676646707,3.6504271531,5.8194169261,0.0932934132,0.0964940495,0.1528143713,0.2032335329,0.254195214,0.2637543787,0.5236694811,0.6240713224,1.0473052483,1.2926946108,1.2902609194,1.4766536965,3.7598101843,5.8439255099,0.056059525,0.0888016452,0.3516744048,0.468027735,0.363657354,0.4550898204,0.3982913877,0.4228520018,0.4741317365,0.5796758547,1.7869379015,2.1436181547,3.2032405777,3.8910438256,0.02,0.0796262873,0.1478156137,0.1653929508,0.3034730808,0.3339140534,0.7923353293,0.7635523078,0.6854792643,0.8947125375,1.5782035928,5.1255202743,13.5979217038,21.7866637129,30.5210389811
79,Wielki minotaur,0.1063670412,0.1217228464,0.104296002,0.1236060728,0.2838887092,0.3121733677,0.4830524345,0.5874531835,0.4574906367,0.6208095356,1.5343373019,1.8028846154,4.4103690685,6.8439522733,0.1024344569,0.1230604601,0.1985955056,0.2016853933,0.175728447,0.2101187075,0.4021426908,0.439161301,0.7547752809,0.8247191011,1.4119302635,1.6710569641,3.6959490214,5.8520179372,0.0539325843,0.051369863,0.1588951311,0.1735601416,0.3207865169,0.3583543533,0.4566575869,0.514527845,0.7197524833,0.8087225275,1.9111423221,2.251109702,3.2010331468,8.6463483146,0.0529026217,0.0554938957,0.1311232063,0.1339136257,0.28,0.4128277154,0.4764981273,0.5111423221,0.809082397,0.8096844612,1.4937388193,1.723880597,4.5257741106,6.4214801444,0.0803370787,0.0845505618,0.1490636704,0.1729400749,0.2182196051,0.2184769039,0.4701796001,0.8808052434,0.5127895023,0.6054314892,1.850177305,2.2303370787,2.9001883239,3.7421308471,0.0700374532,0.0802434457,0.1458801498,0.2201257862,0.284432405,0.2932481023,0.4198132359,0.4729508197,0.8720973783,1,1.1979247329,1.3517652063,3.8283667155,5.9659324121,0.0605805243,0.0626606684,0.1338951311,0.1900749064,0.1578428149,0.1788908766,0.5282771536,0.6566479401,0.8454066513,0.9522169608,0.9878277154,1.3511235955,3.26582397,5.6613125287,0.0875468165,0.0906367041,0.1236891386,0.161423221,0.238250349,0.2470973783,0.4922418406,0.5488086088,0.981741573,1.20917603,1.0991695164,1.3536650615,3.4962661236,4.6162826899,0.0441838046,0.0827454055,0.3087329807,0.3309499489,0.3421348315,0.2868140992,0.3667602996,0.3868949621,0.4470037453,0.5304307116,1.322923272,1.9455992509,2.9684031858,3.6220090537,0.0188202247,0.0591342742,0.1306179775,0.1509363296,0.2859550562,0.3000782813,0.5702247191,0.6185816117,0.6442883895,0.8344569288,1.2674157303,4.7696767436,12.9421269095,20.3591760687,29.6777957617
80,Mantikora,0.0849385908,0.0973497091,0.0804494956,0.0934057566,0.2262035187,0.2451570537,0.3846800259,0.4727213963,0.3503555268,0.58177117,1.2735617324,1.4338073691,3.4723981901,5.3394986615,0.0824175824,0.1007110537,0.158177117,0.1605042017,0.1352132208,0.2353587589,0.330230779,0.3428497777,0.6020038785,0.6568842922,1.1674208145,1.3300581771,2.9212135748,4.5862619808,0.0435035553,0.0396301189,0.1267614738,0.1363930187,0.2552682612,0.2843568197,0.35625,0.5274725275,0.6,0.6269553975,1.5759534583,1.9734970911,2.703749192,6.5372979961,0.0426632191,0.046929541,0.1014418783,0.1031105001,0.2293607453,0.3404654169,0.3797026503,0.4071751778,0.6466063348,0.6733784453,1.1874595992,1.3438267615,3.5961861668,5.0734324499,0.0647058824,0.0679379444,0.1188106012,0.1376858436,0.1746606335,0.1790179586,0.3826115061,0.7520361991,0.391975594,0.6974789916,1.5260504202,1.7661279897,2.2926955398,3.0355526826,0.0567550097,0.0645119586,0.116354234,0.1730446025,0.2215255333,0.2846800259,0.3280665017,0.3689966106,0.7041370394,0.8347769877,1,1.0752424047,3.0255453317,4.6919890246,0.0489334195,0.0522947641,0.1071751778,0.156043956,0.1218351418,0.1382966463,0.4201680672,0.5212669683,0.694893342,0.750678733,0.7782627405,1.2372979961,2.6283775049,4.3608920491,0.070782159,0.0732385262,0.0958629606,0.1247575953,0.1866192631,0.1934065934,0.3929541047,0.4475927783,0.7802197802,1.0257918552,0.9162895928,1.0671622495,2.8795733678,4.2291531997,0.0377504848,0.0647058824,0.2531351002,0.2888730385,0.2722689076,0.2220663862,0.2915319974,0.3108597285,0.3546218487,0.4215901745,1.1867485456,1.5606981254,2.351450587,2.8607303993,0.0155138979,0.0456315405,0.1051712993,0.1204266322,0.2274725275,0.2425339367,0.4089851325,0.5295547396,0.512605042,0.6621202327,0.9531997414,3.7923687778,10.1822033898,15.8915730791,23.1020539717
81,Chimera,0.0823788546,0.0943360604,0.0781492278,0.0906002265,0.2192105921,0.2266977027,0.3714285714,0.4567023285,0.340402769,0.4676685166,1.1840584119,1.3155421913,3.3559471366,5.1717838411,0.0797986155,0.0911894273,0.1530522341,0.1553807426,0.1314163765,0.1531556543,0.3014958384,0.3312165359,0.5810572687,0.6339836375,1.0939487552,1.2154233026,2.6652078775,4.4364891316,0.0421648836,0.0384145277,0.1226557583,0.1268722467,0.2467589679,0.2750157332,0.3452662184,0.387420237,0.5570799245,0.5928256765,1.5066079295,1.7812343201,2.5153555695,5.1919446193,0.0414096916,0.0434235368,0.0982330409,0.0999708418,0.2178822093,0.2789804909,0.3674638137,0.3945248584,0.6246066709,0.624075868,1.0691629956,1.2864694777,3.2101950913,4.9009439899,0.0627438641,0.0657646318,0.1148521082,0.1334172435,0.168722467,0.168710835,0.3699181875,0.6466960352,0.3799453381,0.4499207739,1.4466960352,1.6302706105,2.0677448886,2.9191272456,0.0550031466,0.0624921334,0.1126494651,0.1426516423,0.2146633103,0.221631741,0.2791425949,0.317941371,0.6738200126,0.7397734424,0.9300228448,1,2.8182690002,4.5386416862,0.0473882945,0.0487865899,0.1041535557,0.125805652,0.1180739192,0.1338986833,0.4082441787,0.504845815,0.650283197,0.704657017,0.7438744932,0.7973256713,2.5526746381,4.1060415356,0.0684707363,0.0707992448,0.0927627439,0.1211453744,0.1736941473,0.1872876023,0.3799874135,0.421388102,0.7526117055,1.0047828823,0.8431176618,1.0030837004,2.7872876023,3.6529933481,0.0347388295,0.0452316336,0.2378854626,0.1973283528,0.2638137193,0.2149807649,0.2822529893,0.2897121371,0.3429830082,0.4075519194,1.0503461296,1.2260816575,2.2694150529,2.768121911,0.0150409062,0.0444233845,0.1018879799,0.1167400881,0.2203901825,0.2306482064,0.2901785714,0.4810221721,0.4949024544,0.6404657017,0.6109568291,3.6646078982,9.8944413251,15.2354763749,22.8794869563
82,Czerwony smok,0.0293704806,0.0337728626,0.0283071034,0.0329530598,0.078838792,0.0813037639,0.1327520204,0.1631220757,0.1247128881,0.1697150149,0.4190131859,0.4591450447,1.1891322841,1.8664398129,0.0285835815,0.032773288,0.0547426627,0.0558273075,0.0478958572,0.0561759614,0.1084725887,0.1191407912,0.2071033603,0.2259889409,0.3882603148,0.4310710949,0.9353401935,1.5971887401,0.0149723522,0.0138208318,0.0440025521,0.0455338154,0.0880476393,0.0985538069,0.1253934496,0.1410407981,0.199298171,0.2153764356,0.527201191,0.6228413441,0.8577413866,1.9140791153,0.0146958741,0.0154402382,0.0355593365,0.0362970917,0.0784985113,0.1000850702,0.1317737133,0.1413228413,0.2233304977,0.223325062,0.3773713313,0.4654827733,1.0848575074,1.7543173118,0.0223947256,0.0235431731,0.0411739685,0.0477243726,0.0605061676,0.060559454,0.1321990642,0.2156954487,0.1390619875,0.1644566377,0.5055508294,0.5794130157,0.7160822607,0.9987239473,0.0195874096,0.022330923,0.0405146746,0.050701829,0.0777116121,0.0803487877,0.1000987434,0.114151186,0.2419396002,0.2612079966,0.3305189281,0.3548277329,1,1.6283281676,0.0169502339,0.0175244577,0.0374096129,0.0451722671,0.0430667801,0.048756704,0.1481922586,0.1840068056,0.2344321565,0.242556359,0.2684136878,0.2813852814,0.9257124628,1.5853679285,0.0242875372,0.0251595066,0.0332837091,0.0435133986,0.0619098256,0.0670140366,0.1360910251,0.1511462986,0.2674819226,0.4416631221,0.3016801361,0.3611654615,0.9884517227,1.2918970651,0.0123351765,0.015983579,0.0851552531,0.0717470253,0.0941726925,0.0774293457,0.1016801361,0.104870268,0.1233517652,0.1462143769,0.3693534666,0.432539345,0.7988685477,0.9752735293,0.0053168864,0.0159012848,0.0367715866,0.0418757975,0.0789663973,0.0829646959,0.1073118832,0.1744433655,0.1772437261,0.23024245,0.2151302338,1.2962509351,3.626871201,5.4194277212,8.9580303581
83,Czarny smok,0.0184497191,0.0216259603,0.0150556129,0.0150369795,0.0501777319,0.0519206513,0.0844283912,0.1063983488,0.0647288155,0.0940717808,0.2677674579,0.2926957918,0.7057103543,1.1690402477,0.0183350533,0.0210984979,0.0346175897,0.03542025,0.0254785392,0.0255155136,0.0696021098,0.0716775599,0.1311432175,0.142999656,0.2491342736,0.2764247219,0.593120055,0.9964682949,0.009494324,0.0070604848,0.0279096434,0.0289416351,0.0554408898,0.062584566,0.070163972,0.0796582961,0.1287581699,0.1287811031,0.3492604059,0.415456943,0.4729388832,0.9957000344,0.0092649925,0.0098841876,0.019045981,0.0194832079,0.0509001261,0.0662997363,0.0845086573,0.0905400757,0.1438711157,0.1438481825,0.2450521729,0.2819057448,0.6733172801,1.0918128655,0.0143676184,0.0150670795,0.026006192,0.0301341589,0.0386423575,0.0385964912,0.0875014333,0.1470129572,0.071695497,0.0864936793,0.3220158239,0.3695791767,0.4613347093,0.6160761381,0.0125902993,0.0143561518,0.025708061,0.0332530673,0.0446623094,0.0461988304,0.0643274854,0.0731796812,0.1570691434,0.1676183924,0.2131292283,0.2203302374,0.6141268203,1,0.0108015136,0.0112372434,0.0241142071,0.0299277606,0.0231051485,0.0267674909,0.0968810916,0.1194358445,0.1512899897,0.1512899897,0.1439323313,0.1508483258,0.5931315216,1.0553606238,0.0153881436,0.015995872,0.0181057218,0.0232886137,0.039250086,0.0407751405,0.0874211673,0.0969613576,0.1686962504,0.3525283798,0.1932461874,0.2219355578,0.6366586401,0.8330925353,0.0078431373,0.0106928999,0.0546840959,0.0389366918,0.0595917899,0.0423818606,0.0653824103,0.0678477239,0.0787524366,0.0937163169,0.1798568904,0.2118407614,0.4871385565,0.5971302919,0.0034399725,0.0079536778,0.0240339411,0.0266941864,0.0502006651,0.0531475748,0.0427600322,0.1151700558,0.1129686963,0.1477353515,0.1174563422,0.8054364906,2.412716668,3.3700857557,5.815257075
84,Goblin,1.6783333333,2.035,2.2516666667,4.9516666667,4.7950819672,4.9667405765,7.88,10.9616666667,13.7416666667,18.1333333333,25.4379084967,28,67.641509434,109.974937343,1.8016666667,2.0384047267,3.1483333333,3.286163522,5.5433333333,8.7583333333,6.7535853977,6.9361147327,11.7666666667,12.9307568438,23.9205298013,26.2613195343,57.0491803279,91.5302869288,0.845,1.54,2.6699029126,2.7534246575,5.0233333333,5.778401122,11.875,14.2366666667,12.8115942029,12.7989130435,32,45.0793650794,54.6764705882,152.341666667,0.875,0.9933774834,2.815,4,4.863760218,6.9416666667,7.88,8.68,14.1816666667,14.1995359629,23.5543018336,26.5136298422,70.455801105,102.66955267,1.2883333333,1.4166666667,2.3683333333,2.7466666667,3.6154949785,3.7410926366,9.305,15.7283333333,17.5533333333,19.8066666667,30.6011730205,33.7872340426,44.5203679369,56.9212121212,1.105,1.3680781759,2.4758842444,3.4846266471,6.7533333333,7.4916666667,10.77,12.3816666667,15.48,16.5069551777,20.4359313078,21.1022576361,58.9962358846,92.5796178344,1,1.1001410437,2.395,3.2171156894,3.44,4.8483333333,8.5783333333,10.9446254072,14.5467422096,15.068119891,30.66,32.3516666667,49.8738170347,72.224824356,1.385,1.5366666667,2.52,4.29,3.7536656892,3.8670694864,8.1899109792,9.2727272727,15.6666666667,17.185,18.5950413223,21.2605042017,59.7101449275,84.3669985775,0.7971014493,1.2666666667,5.2507374631,7.5348837209,5.5433333333,7.7566666667,6.19,6.4207650273,7.0716666667,8.9833333333,25.7959814529,30.8116385911,45.9292929293,54.6422764228,0.29,1.8116666667,2.3616666667,2.5516666667,4.64,5.0145348837,11.88,11.51856018,10.5,13.7016666667,24.8283333333,73.1415763915,195.365853659,266.698305085,341.912402428
85,Hobgoblin,1.6153846154,1.8743589744,1.576971214,1.8661257607,4.3656716418,4.8068669528,7.3282051282,8.9525641026,7.1884615385,13.4615384615,23.9066339066,27.1730769231,65.5512820513,105.227817746,1.5525641026,1.9551282051,3.0512820513,3.1141025641,2.7400468384,4.667948718,6.523929471,6.7002518892,11.4320512821,12.4166666667,22.2962962963,25.4067584481,55.2380952381,87.887755102,0.8025641026,0.7692307692,2.4448717949,2.6717948718,4.8461538462,5.4705128205,7.1161048689,10.8974358974,11.7576923077,12.3961538462,28.9141025641,37.3192307692,50.05,127.402564103,0.7961538462,0.9038461538,1.9974874372,2.0442930153,4.5535714286,6.7282051282,7.3102564103,7.8461538462,12.3205128205,13.0769230769,22.8820512821,25.691025641,67.8487179487,98.6294871795,1.2307692308,1.3012820513,2.2923076923,2.6551282051,3.3615384615,3.4922394679,7.2474358974,15.1192307692,7.9774223895,13.8333333333,28.7628205128,32.8294871795,43.2142857143,54.6682188591,1.0551282051,1.2243589744,2.2448717949,3.3935897436,4.4,5.5282051282,6.4544319601,7.2670025189,13.3807692308,15.958974359,19.1223733004,20.4974358974,57.0631067961,88.9897959184,0.908974359,1,2.0807692308,3.1153846154,2.4334600761,2.752293578,8.3333333333,10.3641025641,13.4948717949,14.6217948718,15.3268765133,25.2628205128,44.7474358974,71.1418685121,1.3320512821,1.3820512821,1.8782051282,2.4487179487,3.6294871795,3.7743589744,7.5512820513,8.7392900857,14.691025641,15.5884615385,17.3076923077,20.5564102564,52.8205128205,76.0384615385,0.7051282051,1.2320512821,4.9064102564,6.0074165637,5.2,4.3329532497,5.6807692308,6.2128205128,6.8397435897,8.1282051282,23.5371794872,29.9858974359,44.4477028348,53.046566693,0.2807692308,0.8741258741,2.0115384615,2.3346153846,4.4141025641,4.7551282051,8.8820512821,10.6113989637,9.8076923077,12.7294871795,19.3423076923,70.9163346614,188.135231317,264.724091521,339.702714347
86,Wilczy jeździec,0.7430769231,0.8562918838,0.7216494845,1.4153846154,2.0967741936,2.2512562814,3.4151957022,4.5230769231,3.3750869868,6.7246153846,11.5971394517,12.7349909036,30.7348438457,48.3259911894,0.7507507508,0.8949416342,1.4192307692,1.4503816794,1.8,2.9430769231,3.052445492,3.1202346041,5.32,5.8146270818,10.8664259928,11.9271445358,25.8461538462,40.8199052133,0.3730769231,0.3548387097,1.157082749,1.2438118812,2.2653846154,2.5621890547,3.3431085044,5.3607692308,5.8043335522,5.7969230769,13.5666218035,20.5499276411,24.9530201342,59.5846153846,0.3703703704,0.4369992717,0.910652921,1.3186813187,2.1875,3.1469230769,3.4204458109,3.8069230769,6.1784615385,6.438716465,10.7603092784,12.0626631854,31.8017456359,45.5214331414,0.5584615385,0.6011315417,1.0369230769,1.2053846154,1.5671641791,1.6862955032,3.6730641959,6.9446153846,5.6722408027,7.1599203716,13.8120450033,15.2692307692,20.238948626,25.9447513812,0.4876923077,0.5588822355,1.0533515732,1.5494791667,2.0575627679,2.8838461539,3.0023228804,4.4384615385,6.7030769231,7.4685314685,9.3305186972,9.6012084592,26.7310972143,41.4693295292,0.4175365344,0.4805914972,1,1.4275668073,1.1162790698,1.2624934245,3.9192307692,4.8660391021,6.6172680412,6.8781094527,9.7384615385,11.8876923077,22.1118881119,33.8343390016,0.6184615385,0.641025641,0.8594815825,1.1370262391,1.6942422237,1.7510259918,3.5316698656,4.1975308642,6.8303914045,7.6261127596,8.4375,9.6626352642,24.6411483254,38.166023166,0.359947644,0.5761067314,2.381270903,2.7963176064,2.4292307692,2.6573426573,2.7523076923,2.9228855721,3.2046153846,3.9276923077,11.7369901547,14.040474529,20.7625570776,24.8741672835,0.1307692308,0.406945198,0.989010989,1.0926902788,2.0563594821,2.2712310731,4.1489361702,5.2512820513,4.5906656465,5.9976923077,9.0840840841,33.1976941336,87.7298373714,129.828382838,167.328098472
87,Wilczy rycerz,0.5517241379,0.6320197044,0.5678233438,0.6988226358,1.5254237288,1.8375717802,2.5482758621,3.0413793103,2.6837438424,3.5528185694,8.0280528053,10.5216748768,25.4187192118,38.9525077674,0.5231527094,0.6798029557,1.0438423645,1.0660098522,0.9936305732,1.2295690936,2.1838111299,2.5862907146,3.9591133005,4.3266009852,7.4720728175,9.7925711529,21.4625550661,33,0.2768472906,0.2827763496,0.8325123153,1.0019704434,1.6876847291,1.9056429232,2.6243093923,2.9411764706,3.8301559792,4.9049261084,9.1056910569,10.8066971081,16.4077669903,49.1837438424,0.2733990148,0.2868068834,0.7158937416,0.7364222154,1.5050590219,1.9310344828,2.5517241379,2.7413793103,4.2862068966,4.2932304455,8.9596059113,10.1694581281,23.3028780265,32.4737562757,0.4123152709,0.4433497537,0.7694581281,0.8901477833,1.154903758,1.1551155116,2.2962350021,4.4354679803,3.0038965639,3.5307591623,9.6799628943,12.5408866995,16.8975369458,20.9830205541,0.3610837438,0.4137931034,0.7545320921,1.1168465509,1.5811764706,1.6479568927,2.3553530752,2.6443629698,4.6783251232,5.2610837438,6.4084507042,7.9487684729,22.1374764595,33.4137931034,0.3108374384,0.3209876543,0.7004926108,1,0.8799266728,0.9872480461,2.89408867,3.5866995074,4.5644444444,5.6522167488,5.7155756208,7.8192118227,15.6482758621,27.486631016,0.4556650246,0.4729064039,0.6684729064,0.8955665025,1.3793103448,1.4261083744,2.638623327,2.9178586024,5.0827586207,5.4832512315,5.8064516129,8.0389162562,16.4931945556,21.5281306715,0.2281211116,0.4541108987,1.6512059369,2.0822622108,1.8133004926,1.5846538782,1.9916256158,2.315270936,2.3876847291,2.8325123153,6.3775315247,10.4684729064,17.1779372875,20.3790175864,0.097044335,0.3259452412,0.6842364532,0.784729064,1.5167487685,1.6220028209,3.7103448276,3.4019933555,3.4172413793,4.4615763547,7.9344827586,26.0095642933,68.1087348621,104.068783069,133.817040054
