,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
49,Rogaty demon,0.2022916667,0.2309700743,0.2154214396,0.3833333333,0.5506746156,0.5811389285,0.9109518936,1.1666666667,0.9889885808,1.7820833333,3.053027926,3.36,8.1213592233,12.7484020918,0.1984126984,0.2347337983,0.3770833333,0.3818048959,0.4875,0.754375,0.7812971342,0.8189655172,1.426875,1.5562015504,2.8643933386,3.151684521,6.8417357113,10.8339622642,0.1025,0.1083743842,0.3056121504,0.3221153846,0.6160416667,0.684158087,0.9549338248,1.4104957478,1.5036570845,1.5026319987,3.7923250564,5.472061657,6.584026917,16.18625,0.1010305112,0.1156069364,0.2697658636,0.3333333333,0.5535741976,0.8067503602,0.9145088368,1,1.6333333333,1.6757940854,2.8498293515,3.1595144469,8.4551632687,12.0715982355,0.1529166667,0.1619047619,0.2808333333,0.3264583333,0.4154987634,0.4353233831,0.9635416667,1.934375,1.6245210728,1.8830715532,3.6710642041,4.1311134235,5.3658536585,7.0829562594,0.13375,0.1530891197,0.2797965116,0.4089347079,0.5707491082,0.7415639523,0.7780285929,1.0928030303,1.7829166667,1.9564022715,2.4559453882,2.5346945286,7.0759969902,11.0448328267,0.1152073733,0.1274509804,0.2626793292,0.3647798742,0.3242147923,0.3629215182,1.0291666667,1.2744168405,1.7380267389,1.8250825083,2.6375,3.1891666667,6.1279069767,9.6435272045,0.16875,0.1754385965,0.2523027633,0.335,0.4467713787,0.4637681159,0.9486166008,1.0993071594,1.8122581959,2.195,2.212026872,2.5431395544,6.8325041459,10.1802265705,0.0944043941,0.15173295,0.6149594058,0.7264573991,0.656875,0.7117437722,0.7056657803,0.7515190278,0.8527083333,1.035625,3.1260535681,3.7293790547,5.492209204,6.6511627907,0.036875,0.1269250296,0.2556818182,0.2903484181,0.5419510237,0.5838551362,1.2096774194,1.3283175509,1.2254901961,1.6145833333,2.4724152023,8.8919164396,24.0584326932,37.7306733167,48.8627912742
50,Czart,0.1235294118,0.1408623224,0.1442142612,0.3139869281,0.3390976717,0.3646426827,0.5658697864,0.768627451,0.6505882353,1.1993464052,1.913282863,2.1165087684,5.1455813,7.9898033503,0.124501992,0.1499673984,0.2311111111,0.2343837614,0.3058823529,0.5649673203,0.4935683659,0.5130677982,0.8867973856,0.9665382764,1.8032950574,1.9772085322,4.3268206039,6.8108492804,0.0623529412,0.0730330862,0.1906853115,0.2020303548,0.3750326797,0.4180194805,0.6162162162,0.9444444444,0.9470752089,0.9462581617,2.27308603,3.4432589719,4.2092154421,10.9985620915,0.061515748,0.0736015702,0.1803743619,0.2240896359,0.3505843072,0.5046343975,0.5556943057,0.612244898,1,1.0536283034,1.7845693524,2.0327796722,5.2947892879,7.5068579869,0.0932026144,0.0982318271,0.1726797386,0.2009150327,0.2539810522,0.274270788,0.556837564,1.0393464052,1.108496732,1.2839124227,2.3093947106,2.5947712418,3.3910519468,4.3659352919,0.0813071895,0.0929512006,0.1741096665,0.2553100193,0.3698403963,0.5067973856,0.4898152534,0.718376494,1.091503268,1.2359680593,1.5465360392,1.6010075567,4.4776687935,6.9506654977,0.0705135739,0.0811654527,0.1618525896,0.2333065165,0.2176623966,0.2418867164,0.6116339869,0.763896783,1.064690027,1.1121166415,1.6962091503,2.2339869281,3.9367529881,6.4343834759,0.1020915033,0.10547287,0.1664052288,0.2218300654,0.2788671024,0.2886458451,0.5772850868,0.6858130823,1.1408793744,1.3983006536,1.3883175648,1.5875339887,4.0699397412,6.3412808725,0.0605393506,0.0964467005,0.3858660308,0.5082618699,0.3993407708,0.4967320261,0.4373732252,0.462643961,0.5214379085,0.6405228758,1.950449924,2.333294677,3.4712573479,4.2212033664,0.0216993464,0.0861969889,0.1591043017,0.1810689311,0.3326761952,0.3663198131,0.8624836601,0.8270069456,0.7543374403,0.9736180905,1.7039215686,5.5568168918,14.9634871214,24.3082246802,32.9165449004
51,Czarci lord,0.1233660131,0.1410947712,0.1213235294,0.1444723618,0.3315359477,0.3646426827,0.5663398693,0.6866830065,0.5316993464,0.9191176471,1.8681372549,2.1177287582,5.147875817,7.9932189543,0.1184640523,0.15,0.2314542484,0.2348039216,0.2043300654,0.3920751634,0.4933006536,0.5126633987,0.8870098039,0.9676470588,1.7739379085,1.9799019608,4.3223856209,6.8194774347,0.0625,0.0598856209,0.1848856209,0.2025326797,0.3750816993,0.418627451,0.5318627451,0.7222222222,0.8666666667,0.9463235294,2.275,3.364379085,3.8729575163,10.1269607843,0.0615196078,0.0691176471,0.1530228758,0.1553096486,0.3362745098,0.5044117647,0.5551470588,0.5967320261,0.9491013072,1,1.7842320261,2.0382352941,5.2939542484,7.5022875817,0.0931372549,0.0983660131,0.172630719,0.2010620915,0.2540849673,0.2637254902,0.5468137255,1.0394607843,0.5976039464,0.8815359477,2.2112745098,2.6028594771,3.3906862745,4.4120915033,0.0815359477,0.0930555556,0.1687908497,0.2557189542,0.3301470588,0.4197712418,0.4902777778,0.5531045752,1.0316993464,1.2350490196,1.4850490196,1.6023692811,4.4777777778,6.951773615,0.0704248366,0.0764705882,0.1553104575,0.2329248366,0.1838235294,0.2076797386,0.6117647059,0.7600490196,1.0277777778,1.1125,1.185375817,1.9931372549,3.7700163399,6.4406862745,0.1019607843,0.1054738562,0.1441993464,0.1888888889,0.2796568627,0.2888888889,0.5763888889,0.6634803922,1.1395424837,1.3580882353,1.3475490196,1.5890522876,4.0713235294,6.0569444444,0.0539215686,0.095996732,0.3708333333,0.4590686275,0.4004084967,0.3357026144,0.4266339869,0.4624183007,0.5205882353,0.6191993464,1.7385620915,2.3320261438,3.4709923664,4.2140573077,0.0217320261,0.068872549,0.1512254902,0.175245098,0.3335784314,0.3558006536,0.6661764706,0.7605466429,0.7543300654,0.9754084967,1.5174836601,5.5520898316,14.9914927405,24.2872136815,32.9289174741
52,Ifryt,0.0735928144,0.0843113772,0.0703910615,0.0821868858,0.1960893855,0.2063565177,0.3307185629,0.4049101796,0.3053293413,0.4183867009,1.0738329103,1.2194413797,3.0428742515,4.6250329381,0.0711976048,0.0813679245,0.1368263473,0.138742515,0.1181519818,0.1387898864,0.2689930934,0.2972067039,0.5175449102,0.5656886228,0.9915449654,1.1307302401,2.566642082,3.9792099792,0.0375449102,0.0347441567,0.1097005988,0.1160106199,0.2208383234,0.2455742981,0.3085584366,0.3465321307,0.4860347482,0.5860479042,1.354251497,1.5958642392,2.2610778443,5.7681437126,0.037005988,0.038742515,0.0888268156,0.0902594961,0.1932550208,0.2476047904,0.3271856287,0.3508982036,0.5603592814,0.5604652228,1,1.0779910167,3.1432934132,4.3935329341,0.0561077844,0.0586227545,0.1028742515,0.1192814371,0.1508982036,0.1505232475,0.3282469837,0.6153293413,0.345727332,0.4094099791,1.3082035928,1.515508982,1.9321357285,2.6311071269,0.0490419162,0.0558682635,0.1002994012,0.132568373,0.1927710843,0.1986683267,0.2846602797,0.3200044368,0.6108383234,0.6694610778,0.842133914,0.9353110836,2.6499098287,4.0807636517,0.0424550898,0.0437023756,0.0929341317,0.1116120519,0.1064832788,0.1203852327,0.3674251497,0.4551497006,0.5848186322,0.6541282233,0.6834008097,0.7293404094,2.2528742515,3.659448235,0.0611377246,0.0631736527,0.0836526946,0.1090419162,0.1582634731,0.1674251497,0.3379041916,0.3748425032,0.6702994012,0.9040718563,0.7653495096,0.9316766467,2.5016766467,3.275167044,0.0310892544,0.0474051896,0.2131736527,0.1780676364,0.2351497006,0.1931385006,0.2516766467,0.2576754386,0.3062874252,0.3630538922,0.943417557,1.2047904192,2.0598894627,2.5008372093,0.0134131737,0.0401455947,0.0908982036,0.1043113772,0.1968263473,0.2059578533,0.3502994012,0.4360601286,0.4400598802,0.5756886228,0.7245508982,3.3085501859,8.7180079156,13.545210385,20.2524980093
53,Sułtański ifryt,0.0662337662,0.0754329004,0.0506532663,0.0506552142,0.1769420779,0.1829691648,0.2971861472,0.3593614719,0.2081366406,0.3171515562,0.946267931,1.0412018444,2.4570421501,3.8917960089,0.0634199134,0.0733067729,0.1241341991,0.1260822511,0.0844155844,0.0842904072,0.2417736289,0.2503293808,0.4633116883,0.5082792208,0.8730120365,0.9764779451,2.0857057237,3.4110891089,0.0331168831,0.0235168359,0.0995670996,0.1029765869,0.2068722944,0.2347402597,0.2375395899,0.2719456109,0.4336734694,0.4332628093,1.180465368,1.3718481306,1.9481268012,3.4818941504,0.0324675325,0.0341450216,0.0646341463,0.0656544932,0.1761136599,0.2206709957,0.2937770563,0.316504329,0.4919372294,0.4906204906,0.9276515152,1,2.2165732412,3.5664160401,0.0496212121,0.0519480519,0.0930194805,0.1090909091,0.1351061548,0.1353499764,0.2903630847,0.516991342,0.2297916159,0.2811799656,1.1539502165,1.2929112554,1.6275159725,2.3101141283,0.0432359307,0.0495670996,0.0907467532,0.1126040878,0.1561991539,0.1608943446,0.2218693674,0.2542522253,0.533008658,0.5800865801,0.7441435374,0.7773212014,2.1483072143,3.5472849298,0.0377164502,0.038924098,0.0829004329,0.0983336563,0.0773195876,0.0911403942,0.3299242424,0.4128246753,0.5228858001,0.5503308952,0.4786751361,0.5068493151,1.9837121212,3.2367758186,0.0534090909,0.0551948052,0.0628773891,0.0794499618,0.1402056277,0.1471861472,0.3039502165,0.3387418161,0.6003787879,0.8347943723,0.6727127766,0.7597217356,2.1423742915,2.8372560276,0.0269053909,0.03357365,0.191161467,0.1323205097,0.1970238095,0.1316017316,0.2449675325,0.2512025655,0.279004329,0.3272186147,0.8193823948,0.9506260335,1.9758397428,2.4071487411,0.0113095238,0.0257678829,0.0816558442,0.0946428571,0.1795995671,0.1883658009,0.1332877649,0.3850637386,0.424512987,0.5529761905,0.3953344006,3.0205328356,7.8378057821,11.5259302666,16.8141687281
54,Diabeł,0.024308959,0.0282297589,0.0243968555,0.0292970305,0.0655339806,0.0675583973,0.1109586356,0.1552440698,0.1100568516,0.149421682,0.3518096684,0.3863347867,1.200666536,1.75132327,0.023995295,0.0273671829,0.0454812782,0.0461870222,0.0416303439,0.0503989281,0.0907720885,0.1114487355,0.1729072731,0.1884140365,0.3264996203,0.3615380505,0.7877376795,1.4722825251,0.0125269555,0.012001091,0.0363654185,0.0377528596,0.0728876691,0.0817682807,0.1097737121,0.1228456841,0.1689505571,0.1846696726,0.4625171535,0.5531102715,0.7288766908,1.5438149383,0.0122524995,0.0129778475,0.0305975176,0.0313663987,0.0654841609,0.0872181925,0.1104097236,0.1182709273,0.1888649284,0.188894719,0.3181376564,0.451146834,1,1.5626151735,0.0188198392,0.0198000392,0.0340325426,0.0394432464,0.050382278,0.0504112921,0.1159184474,0.175298961,0.1228593782,0.1443265874,0.424465791,0.4844736326,0.6038031758,0.9206038032,0.0164869633,0.0187218193,0.0335620467,0.0440430808,0.0667712213,0.0689318382,0.0993390208,0.1114222265,0.2051166438,0.2209566752,0.2780723671,0.3115075475,0.9217800431,1.4851839237,0.0141932954,0.014738672,0.0314448147,0.0429131543,0.0371761608,0.0419397117,0.124857871,0.1537541659,0.1968790737,0.2357969026,0.2344531279,0.2461575203,0.7902764164,1.3527347579,0.0203685552,0.0211723192,0.0284061949,0.0374436385,0.0515781219,0.0617722015,0.1142913154,0.1265329269,0.2229954911,0.3700450892,0.2535639826,0.3273475789,0.8632032935,1.1207059446,0.0103926533,0.0144649491,0.0715153891,0.0614684121,0.0781415409,0.0662193953,0.0847284846,0.0875575178,0.1027053519,0.1223289551,0.324670272,0.3824876908,0.7526276587,0.888574526,0.0046069398,0.0139615406,0.0310331308,0.0346990786,0.0654969614,0.0690844932,0.0993208829,0.1480153797,0.1479709861,0.1929817683,0.1926598201,1.1362713123,3.2324455206,4.8788292199,8.0821075291
55,Arcydiabeł,0.0165846803,0.0195783556,0.0135898874,0.0135887627,0.0456253006,0.0474099159,0.0771890372,0.1103865074,0.0596812896,0.0871636934,0.2468947843,0.2710132022,0.6748416764,1.2478847505,0.0165987351,0.0191270842,0.0312579058,0.032073085,0.0232583566,0.0232564675,0.0636543495,0.0655543781,0.1196486297,0.1302178496,0.230430622,0.2553908864,0.5503903117,0.8905270994,0.0085453268,0.0063359797,0.0252283907,0.0262032643,0.0501616304,0.0570163299,0.0647381512,0.0736058192,0.1190380006,0.1190145294,0.3318200984,0.3979207241,0.5173229442,0.9292643943,0.0082501757,0.0089248067,0.0171696993,0.0176375916,0.0466752085,0.0623049895,0.0773858046,0.0828390724,0.1332115249,0.1332926776,0.2276072616,0.2803935348,0.6399528284,1,0.0129585383,0.0137315531,0.0233872101,0.0270836261,0.0350901622,0.0350677977,0.0825439213,0.1213773718,0.0661714214,0.0795558439,0.296978215,0.3347856641,0.4280317865,0.5471726693,0.0113422347,0.0129866479,0.0232044975,0.0309368135,0.0408158307,0.042323527,0.0588677355,0.0670579348,0.1455797611,0.1557273366,0.1971052162,0.2040423237,0.5700223063,0.9159078736,0.0097399859,0.0101389557,0.0219676739,0.030794097,0.0210104724,0.0243109369,0.0895151089,0.1102319044,0.1395494198,0.1476064007,0.1327266628,0.1395699736,0.5659311314,1.0253689389,0.0138158819,0.0144202389,0.0162375319,0.0209440954,0.0355368,0.036978215,0.080224877,0.0889553355,0.1539985945,0.2975404076,0.1785808773,0.2024431879,0.603021785,0.7857294261,0.0070274069,0.0100298785,0.050035137,0.0353693771,0.0542234715,0.0384059509,0.0597610682,0.0623565468,0.0718903725,0.0859170766,0.2324027014,0.2738048256,0.443614084,0.6207055781,0.0031201687,0.0071465325,0.0220098384,0.0241040056,0.0454251581,0.0483389612,0.0395054058,0.1072307451,0.1035418131,0.1362333099,0.110331999,0.7400184438,2.2515907562,3.0703068902,5.7943162861
56,Szkielet,1.2861736334,1.5818431912,2.415,4.2066666667,3.6036960986,3.7333333333,6.095890411,8.2468443198,13.31,15.1933333333,19.210266535,21.2121212121,51.1099796334,82.4037558685,1.3333333333,1.5098468271,2.3566666667,2.5333333333,4.6316666667,7.5583333333,5.0784313726,5.2156862745,8.8016666667,9.9875621891,18.1143430291,19.7855750487,43.2298136646,68.9591673339,0.6666666667,1.3466666667,1.9903498191,2.0636550308,3.7537537538,4.4301075269,10.925,11.845,9.6612021858,9.6714579055,27.5786593707,34.0527577938,41.5418994413,125.778333333,0.6973500697,0.7343941248,2.915,3.324099723,3.6804123711,5.2266666667,6.129476584,6.5395095368,10.729312763,10.7368421053,17.8228388474,20.1526717557,53.1354166667,77.169197397,1,1.1228533686,1.7616666667,2.0983606557,2.7937915743,2.8,6.998738966,8.1392931393,14.9283333333,16.7807153966,23.0353200883,25.8351409978,33.7114427861,41.1208406305,0.8753709199,1.0579345088,1.8487394958,2.6039387309,5.915,6.1533333333,8.6683333333,9.4281045752,11.7110799439,12.4475524476,15.4545454545,15.9378134403,44.65337132,69.6009577015,0.7761966365,0.8125,1.7906336088,2.4253285544,3.5983333333,4.25,6.7752442997,8.5496183206,11.0075026795,11.4492753623,25.9783333333,27.485,38.5140073082,56.3802559415,1.12,1.2129380054,2.6516666667,3.835,2.8008752735,2.9190421893,6.323024055,6.9863013699,12.1253405995,12.6913580247,13.9751552795,15.9286463799,50.4283965728,63.7741935484,0.601750547,0.9566968781,3.9467849224,6.2871927555,4.2682926829,6.39,4.6495956873,4.8453608247,5.4817275748,6.7493112948,13.6579378069,23.3681765389,34.7364400306,41.487654321,0.2173913043,1.6783333333,1.7647058824,1.9053876478,3.562005277,3.7746170678,11.2416666667,8.6853265479,8.0862533693,10.6749311295,21.1116666667,55.3107344633,148.084033613,207.369530838,265.471380471
57,Kościej,1.1882352941,1.42,1.5541176471,3.4364705882,3.3945841393,3.5137254902,5.5623529412,7.8682352941,9.7,13.0705882353,18.2894736842,20.1923076923,48.918128655,78.0088888889,1.2564705882,1.4096016343,2.2117647059,2.3222222222,3.9176470588,6.1823529412,4.8007414273,4.9077490775,8.3435294118,9.1146424518,17.1836346337,18.8837209302,41.0792580101,65.3986332574,0.5917647059,1.0482352941,1.8728717367,1.9439071567,3.5458823529,4.1035856574,8.8847058824,10.2247058824,9.1796469367,9.1545189504,23.1724137931,32.5688073394,39.595314164,111.396470588,0.6247058824,0.6984866123,1.94,2.7939464494,3.4693877551,4.9423529412,5.6282352941,6.1764705882,10.18,10.1661129568,17.0582226762,19.25,50.504950495,72.8249744115,0.8905882353,1,1.6564705882,1.9282352941,2.5506072875,2.6381909548,6.6094117647,7.7371541502,12.6682352941,14.3188235294,21.9684210526,24.5314109166,32.2359657469,39.165971643,0.7705882353,0.9417040359,1.7264573991,2.4510813594,4.8411764706,5.3552941177,7.6023529412,8.8447058824,11.1117647059,11.8272425249,14.7193149382,15.2057416268,42.4751580849,66.3698630137,0.7058823529,0.7684729064,1.6635294118,2.2555555556,2.4141176471,3.3882352941,6.1482352941,7.9294117647,10.4582484725,10.80078125,22.2952941176,23.6211764706,37.0257611241,54.8266666667,0.9823529412,1.1117647059,1.7870588235,3.0047058824,2.6501035197,2.752688172,5.780104712,6.6233766234,11.1247058824,12.037470726,13.3399209486,15.0297029703,42.1699078813,60.582226762,0.5759162304,0.9134615385,3.7199582027,5.3820598007,3.9070588235,5.4752941177,4.4141176471,4.58984375,5.0235294118,6.4117647059,12.9984423676,22.2812846069,33.021060276,39.5352941176,0.2058823529,1.2788235294,1.6364705882,1.7788235294,3.2847058824,3.5640495868,8.5364705882,8.2580645161,7.4552941177,9.8435294118,18.1505882353,52.6485614412,142.112903226,203.402275078,261.335764004
58,Ożywieniec,0.7305936073,0.8556547619,1.3459183674,2.1346938776,1.9619899385,2.0317460318,3.3184190902,4.4988523336,6.9132653061,8.0112244898,10.5018888289,11.5766262404,27.9298831386,45.3305785124,0.7147962831,0.8170515098,1.325648415,1.3795379538,2.4010204082,3.8408163265,2.7567855242,2.8252788104,5.0587084149,5.5919220056,9.8473282443,10.8382274426,23.5135135135,37.9260237781,0.384279476,0.7071428571,1.086240948,1.1266816144,2.1312872975,2.429245283,5.7809330629,6.2615101289,5.1938895417,5.195808053,15.2265861027,18.7458745875,22.3975903614,67.3249551167,0.3779289494,0.3984063745,1.662244898,1.7191977077,1.9966442953,2.8696925329,3.3408408408,3.5608308605,5.7910673732,5.7927117842,9.7206053551,10.7504363002,29.383640553,42.7584134615,0.5676442763,0.6036931818,1,1.1657559199,1.5180722892,1.5202702703,3.8434903047,4.4845360825,7.758462946,8.7439222042,12.6178960097,14.1532976827,18.3135135135,22.4904214559,0.5029838022,0.5671843349,1.0058785108,1.4242968283,3.1343283582,3.2477876106,4.6745027125,5.1061946903,6.3066465257,6.7085427136,8.4167573449,8.7068493151,24.2871900826,38.4523809524,0.4222378607,0.4362416107,0.9643916914,1.2996158771,2.0755102041,2.2038567493,3.8518518519,4.6861924686,5.9778812573,6.2099943852,13.5540816327,14.3725099602,20.8163265306,30.9949748744,0.6346938776,0.6507592191,1.437755102,1.9846938776,1.5320167564,1.5900621118,3.4543178974,3.812066204,6.6023738872,6.9553450609,7.6314301866,8.5811192764,27.5769745649,35.366726297,0.3231492362,0.5205479452,2.1445783133,3.2815665091,2.3247232472,3.3333333333,2.5480059084,2.6478873239,3.0612244898,3.6786786787,7.5383920506,12.7908455181,18.8907353552,22.6754385965,0.1377410468,0.8795918367,0.9420795534,1.0401721664,1.9480519481,2.0646319569,5.6686046512,4.6757990868,4.4215180545,5.8183183183,11.1623616236,30.737833595,83.6487341772,115.734039423,148.149192033
59,Zombie,0.625,0.7362355954,0.8559782609,1.4035087719,1.6948334138,1.7527386542,2.8543938422,3.8786279683,4.7359375,5.7077625571,9.0680335508,9.9715099715,24.0488739818,39.1785714286,0.6150061501,0.7030056037,1.14140625,1.1902050114,1.6810344828,2.5247902365,2.3728813559,2.4358974359,4.32265625,4.7599288678,8.4868421053,9.3634686347,20.2325581395,32.7615062762,0.3216374269,0.4881656805,0.9375,0.9705456301,1.8288222385,2.094560244,4.1364296081,4.5212765957,4.466902476,4.4602272727,13.1592689295,16.1547212742,19.2443064182,50.1002004008,0.3248862898,0.3416856492,1.0801630435,1.2115093387,1.7238049252,2.4794433903,2.8691166989,3.0631780472,4.977228367,4.9735879724,8.3835341366,9.1666666667,25.3528827038,36.9226777374,0.4765625,0.5186089079,0.8578125,1,1.3111342352,1.3125,3.3173939032,3.8762376238,5.3066332916,6.0346756152,10.8924843424,12.2091235264,15.7728119181,19.3729372937,0.4190340909,0.4886561955,0.8661417323,1.2350804359,2.3092783505,2.4018324607,3.3790849673,3.7201805287,5.4256010396,5.7823497564,7.2629107981,7.4952830189,20.9536541889,33.1849315068,0.3640776699,0.3766296475,0.8296107211,1.1234089651,1.3636363636,1.5748031496,3.25,4.0384615385,5.15562249,5.3819951338,9.468960359,10.0138792505,17.9659090909,26.7592190889,0.53359375,0.5610972569,0.984375,1.4125,1.322997416,1.3697164259,2.9677419355,3.28125,5.6869009585,6.0081823495,6.5821550463,7.3796791444,23.884057971,30.5406797116,0.2772177419,0.449385052,1.8474312403,2.3287014854,2.0050922979,2.403542062,2.1988527725,2.2848808945,2.609375,3.1756318859,6.51953125,11.0610225399,16.2858166189,19.577628896,0.114416476,0.59765625,0.8098380324,0.8972772277,1.6791044776,1.7829457364,3.8385826772,4.0093970243,3.8143674507,5.0226830849,7.8114912847,26.5455531453,72.3003282276,100.04577823,128.015911674
60,Zjawa,0.4722222222,0.553968254,0.5718253968,1.1825396825,1.3265306122,1.3721286371,2.196031746,3.0507936508,3.6567460318,4.6690476191,7.1412844037,7.8622238862,18.9969719909,30.2307957286,0.4857142857,0.5476190476,0.8861111111,0.9142857143,1.3666666667,2.1015873016,1.8646508279,1.9122933142,3.3170634921,3.6214285714,6.6963292547,7.3684210526,16.0157790927,25.4822485207,0.2388888889,0.3797619048,0.7317460317,0.7576328685,1.403968254,1.6156862745,2.9404761905,3.6932539683,3.5345238095,3.5400225479,9.7996031746,12.7392857143,15.3531746032,40.8293650794,0.244047619,0.269047619,0.7154761905,0.9785714286,1.339587242,1.9345238095,2.2071428571,2.4067460318,3.9373015873,3.9356913183,6.626984127,7.4015873016,19.8482490272,28.498015873,0.3579365079,0.3920634921,0.6587301587,0.7626984127,1,1.0247234873,2.5904761905,3.0255023184,4.4265873016,5.0242063492,8.5658730159,9.5702380952,12.4880206414,15.2566601689,0.3126984127,0.3702380952,0.6678571429,0.9619047619,1.7333333333,1.9384920635,2.6670634921,3.1948412698,4.3123015873,4.5825396825,5.725388601,5.9268929504,16.5272407733,25.8783382789,0.2765873016,0.2974828375,0.6380952381,0.8658730159,0.8734126984,1.1904761905,2.4761904762,3.1166666667,4.0657165479,4.2310635042,7.873015873,8.3607142857,14.4686507937,21.703026038,0.3944444444,0.4301587302,0.6615079365,1.0833333333,1.0277777778,1.0698412698,2.278968254,2.5785482124,4.348015873,4.6876984127,5.1963048499,5.8429561201,16.3492063492,23.7924603175,0.2218253968,0.3559385538,1.4476190476,1.9058823529,1.5384920635,1.9511904762,1.7238095238,1.7993874426,2.0007936508,2.4924603175,5.1024151636,8.6829365079,12.8373800113,15.464795214,0.0853174603,0.4535714286,0.6293650794,0.6936507937,1.2920634921,1.3916666667,2.9599206349,3.2030028151,2.930952381,3.8630952381,6.4670634921,20.7547169811,56.0377358491,81.9883284702,105.393663949
61,Upiór,0.473015873,0.5384126984,0.4365079365,0.5053556715,1.2707936508,1.371288644,2.1384126984,2.6653968254,2.0346031746,3.8107936508,6.9882539683,7.8749206349,18.9707936508,30.2568253968,0.4507936508,0.5476190476,0.886984127,0.8974603175,0.7565079365,1.260952381,1.8625396825,1.9101587302,3.3231746032,3.6241269841,6.5574603175,7.3707936508,15.9977777778,25.5124407583,0.2396825397,0.2171428571,0.7034920635,0.7580952381,1.4038095238,1.5895238095,2.0466666667,2.8063492064,3.4152380952,3.5380952381,8.74,11.9457142857,14.753968254,35.7142857143,0.2361904762,0.2571428571,0.5536507937,0.5606166783,1.3031746032,1.9444444444,2.1428571429,2.2971428571,3.646031746,3.7918215613,6.6434920635,7.3882539683,19.8368253968,28.5161904762,0.3571428571,0.379047619,0.6577777778,0.7619047619,0.9758730159,1,2.18,3.0292063492,2.2577209798,3.4253968254,8.3644444444,9.6415873016,12.5031746032,15.2803174603,0.3117460317,0.3571428571,0.6412698413,0.9587301587,1.26,1.5146031746,1.8406349206,2.0768253968,3.9761904762,4.5771428571,5.586031746,5.9273015873,16.5126984127,25.9090909091,0.2673015873,0.2863492063,0.593015873,0.8657142857,0.6720634921,0.7599746675,2.4761904762,3.0596825397,3.9526984127,4.2568253968,4.38,6.8606349206,13.5514285714,21.6914285714,0.3949206349,0.4085714286,0.5295238095,0.6904761905,1.0311111111,1.0714285714,2.2123809524,2.5212698413,4.2641269841,4.4974603175,5.0625396825,5.8428571429,15.8377777778,22.5942857143,0.2095238095,0.3542857143,1.4126984127,1.6006349206,1.5136507937,1.2247619048,1.6628571429,1.7993650794,1.9965079365,2.3790476191,4.8167388167,8.7025396825,12.8337567034,15.4470236727,0.0853968254,0.2473015873,0.580952381,0.666031746,1.2723809524,1.3688888889,2.3326984127,3.0964620502,2.8698412698,3.7555555556,5.3057142857,20.7195767196,56.168720782,81.9883284702,105.393663949
